ID,Z_HAI,Z_DR,Z_LI,Z_GT,Z_DAV,Z_LP,Z_NL,Z_LA,Z_DMR,Z_1960C,FAC_1,FAC_2,FAC_3
59153055,-1.453528,-0.093569,-1.181260,-0.571182,-0.022979,-0.261460,-0.565526,-0.603092,0.537917,-0.836707,-1.01717,-0.21291,-0.41399
59153057,0.666867,-0.979889,0.514567,-0.266739,-0.022373,-0.902805,1.270513,-1.272161,-0.581688,-0.836707,0.79427,-1.59116,-0.11301
59153058,0.480408,0.667502,-1.061955,0.768367,-0.022928,-0.751645,-0.598715,-0.268558,-0.581688,-0.553366,-0.09568,-0.27448,-0.61974
59153059,0.769161,0.114068,1.341176,0.448702,-0.023180,1.094469,-0.453357,-0.987807,-0.076848,-0.085348,0.87108,-0.01956,-0.30894
59153060,0.791447,1.034236,-0.661434,-0.114518,-0.023433,0.099688,-0.823529,-0.703453,-0.581688,0.117400,-0.13323,-0.02807,-0.16573
59153061,0.426900,-0.931457,-0.848912,-0.829959,-0.024845,0.384694,-0.565526,1.571381,-0.581688,-0.556200,-0.84023,0.26025,-1.02030
59153062,1.113373,0.091206,-0.175694,-0.053629,-0.023180,-0.741229,-0.364316,-0.324314,0.162050,0.065510,-0.04671,-0.16776,-0.07557
59153063,1.096772,-0.405533,-0.312042,-0.068851,-0.023029,-0.380686,-0.475074,-0.324314,0.575237,0.851533,-0.21327,-0.05369,0.37096
59153064,0.852251,-1.166167,0.224828,0.600924,-0.023130,1.228312,-0.320680,-0.238146,-0.581688,0.029057,0.51663,-0.39866,-0.58746
59153065,1.274266,-1.166167,-0.098999,-0.053629,-0.022474,-0.274383,-0.463504,-0.603092,-0.581688,0.332074,-0.00153,-0.77765,-0.18452
59153066,-1.453526,0.256316,-0.286477,-0.312406,-0.022726,0.748322,-0.237020,-0.513883,-0.581688,0.296657,-0.38515,-0.04957,0.34049
59153067,-0.145628,1.645459,2.133698,1.773030,-0.024946,2.013001,1.197633,-1.272161,1.153700,-0.398414,2.35012,0.49673,0.26585
59153069,0.909408,0.069147,-0.303520,-0.708182,-0.023332,-0.285554,0.249081,-0.419098,-0.026364,0.409993,-0.02400,-0.31543,0.39531
59153070,-1.453528,-0.356823,0.599784,-0.342850,-0.025803,-0.578572,-0.005167,-0.459720,0.905787,-0.502770,-0.38265,-0.05121,0.10935
59153071,-1.453520,-1.166167,-0.490999,-0.540738,-0.021617,-0.594506,0.216033,-0.916718,-0.581688,-0.836707,-0.53642,-1.17896,-0.26198
59153072,0.425316,0.338382,0.659436,-0.525516,-0.023937,0.938318,0.091680,0.400511,-0.581688,-0.482531,0.33766,0.26650,-0.46687
59153073,-0.078234,0.269821,2.116654,0.433480,-0.023483,-0.299732,0.253032,0.547706,-0.054482,-0.422456,0.72581,0.43965,-0.12041
59153074,-0.031513,-1.166167,-0.354651,1.072811,-0.024845,-0.439152,0.160097,1.749103,2.266128,-0.836707,-0.16513,0.76286,-0.78717
59153075,0.594043,-0.151989,1.758741,1.225032,-0.022222,0.769155,0.623847,-0.755153,-0.581688,0.202210,1.56253,-0.38958,0.16712
59153076,-1.453557,-0.099305,-1.419868,-1.682400,-0.022575,0.165002,1.021796,-1.272161,-0.581688,0.438327,-0.66284,-1.04284,1.05743
59153077,0.757961,-0.441754,-0.516564,0.220370,-0.022575,0.165002,1.322570,-1.272161,-0.581688,0.029057,0.90691,-1.31607,0.32924
59153078,0.580496,-0.454925,0.028828,0.494369,-0.022323,0.419382,1.287094,-0.755153,-0.581688,0.544580,1.00916,-0.89852,0.61893
59153079,0.814666,0.510331,0.088480,0.281258,-0.022273,0.467078,2.360028,-0.865941,-0.581688,-0.168832,1.64140,-0.99637,0.57338
59153080,0.373391,-1.166167,0.352654,1.011922,-0.022525,0.337617,1.801282,-0.513883,-0.581688,0.254155,1.35723,-1.15765,0.46902
59153081,1.138968,-0.540274,0.625349,-0.053629,-0.021970,-0.180229,1.658513,-0.798237,-0.581688,0.098318,1.19139,-1.12984,0.49479
59153082,1.254130,-1.166167,-0.891521,-0.266739,-0.021516,-0.076660,0.101169,-0.397225,-0.581688,0.332074,-0.04474,-0.90648,-0.07270
59153083,1.372770,-0.677188,1.221871,0.600924,-0.021415,-0.076660,0.293158,-0.513883,-0.581688,1.111262,0.92431,-0.49286,0.64098
59153084,0.624671,1.767704,0.761697,0.311703,-0.022474,-0.292196,1.036644,-0.459720,-0.581688,0.759677,1.05346,0.03956,1.08573
59153085,0.138713,1.105217,1.826915,0.403036,-0.022121,0.855463,0.581757,-0.640263,-0.581688,0.916465,1.21366,0.22924,0.95796
59153086,0.903724,0.842610,0.148132,0.083370,-0.022222,-0.640537,1.338345,-0.972841,-0.581688,-0.447113,1.04348,-0.86394,0.25436
59153087,0.229100,0.590164,0.318567,0.387814,-0.022676,0.055155,1.468472,-0.730534,-0.581688,-0.359654,1.14892,-0.69800,0.28878
59153088,1.025927,-0.090414,0.224828,0.052926,-0.025803,0.234048,0.756497,-0.374200,-0.581688,0.448952,0.73048,-0.49877,0.38563
59153089,0.917779,0.198424,-0.388738,0.616146,-0.022474,1.735801,0.683116,-0.459720,-0.581688,0.387730,1.02748,-0.28622,0.08426
59153090,0.729199,-0.269706,0.446393,0.692257,-0.022020,-0.092085,1.463960,-0.834693,-0.581688,-0.349715,1.31623,-1.06081,0.11628
59153091,0.916620,1.609969,0.523089,0.661812,-0.022020,-0.545767,1.163920,-0.937627,0.761838,0.068156,1.23682,-0.06301,0.71535
59153092,0.491014,0.427541,0.812828,1.727363,-0.022121,-0.990771,1.770875,-0.937627,-0.581688,1.414279,1.62306,-0.84634,1.66787
59153093,0.879430,-0.239681,-0.729607,0.524813,-0.022575,0.037811,1.270513,-0.268558,-0.581688,0.721668,0.74520,-0.76331,0.66723
59153094,-1.453526,0.370623,-0.746651,-0.099296,-0.022071,-0.578572,0.095877,-0.640263,-0.581688,-0.836707,-0.39498,-0.56286,-0.20135
59153095,0.377916,0.374856,-0.312042,0.585702,-0.022474,0.165002,1.353419,-0.893022,-0.581688,0.675833,0.97469,-0.76862,0.89659
59153096,0.604139,0.374856,-0.976738,0.905367,-0.021768,0.920194,0.744962,-0.916718,-0.581688,1.430020,0.78001,-0.52097,1.03490
59153097,0.517909,-0.336385,0.506045,-0.160184,-0.025753,0.248333,2.072979,-0.397225,1.942513,0.438327,1.01155,-0.16404,1.09520
59153098,0.307892,1.040505,0.497523,-0.388516,-0.023029,2.248290,0.612143,-0.324314,-0.581688,-0.836707,0.98258,0.17359,-0.55605
59153099,-1.453526,-0.048502,-0.380216,-0.373294,-0.021566,-0.119306,0.589243,-0.561275,1.732163,0.461939,-0.40083,0.12875,0.99923
59153102,0.538866,0.202973,0.710567,0.326925,-0.022323,-0.545767,0.076669,-0.205833,0.459545,-0.486073,0.43259,-0.00112,-0.23007
59153103,-1.453557,-1.166167,-1.419868,-1.682400,-0.021617,0.307155,0.917072,-0.640263,-0.581688,-0.836707,-0.76859,-1.20672,-0.12944
59153104,0.533096,-1.166167,1.221871,-0.175406,-0.022172,-0.578572,0.884572,-0.238146,-0.581688,-0.836707,0.69473,-0.93201,-0.38557
59153105,0.996798,-1.166167,-0.201259,-0.677737,-0.022525,0.165002,-0.072562,-0.703453,-0.581688,-0.836707,0.04730,-0.98425,-0.84600
59153106,0.002000,0.137776,2.108132,0.555257,-0.023937,0.970540,0.903005,0.040243,1.071062,-0.836707,1.32975,0.44877,-0.26979
59153107,-0.149192,1.061402,1.835437,1.407698,-0.024694,1.215704,2.467828,1.002673,1.346521,-0.573320,2.13803,0.87115,0.34202
59153108,0.466890,-0.351203,1.077002,0.768367,-0.025551,-0.360349,1.997656,-0.673521,-0.581688,-0.073421,1.57078,-1.06561,0.56740
59153110,-1.453526,-1.166167,0.156654,0.052926,-0.025702,-0.380686,1.685043,-0.834693,-0.581688,0.098318,0.41846,-1.30892,0.83262
59153111,0.793455,-0.865257,0.062914,0.753145,-0.021869,-0.237767,1.400011,-0.496650,-0.581688,-0.836707,1.13371,-1.22239,-0.39080
59153113,0.479814,-0.865257,0.250393,0.205148,-0.023836,0.384694,1.236075,-0.324314,0.181120,-0.836707,0.88370,-0.74071,-0.37620
59153114,-0.026422,-1.166167,-0.473955,2.869025,-0.024492,-0.274383,0.013297,0.555831,-0.581688,-0.836707,0.76182,-0.54986,-1.11798
59153121,-1.453528,-1.166167,-0.465433,-0.616849,-0.022979,0.345346,-0.634779,0.149610,-0.581688,-0.427634,-0.95534,-0.27548,-0.49909
59153122,-1.453514,-0.607334,-0.755173,-1.058291,-0.025702,0.648325,0.472902,-0.324314,-0.581688,1.834793,-0.73155,-0.31675,1.61089
59153123,0.028585,1.995447,2.329698,-1.240957,-0.023584,-0.933460,-0.967945,2.282267,1.129927,0.956492,-0.72553,2.55174,0.81480
59153124,0.150760,1.145368,-0.022303,-1.027847,-0.023786,-0.933460,-0.967945,1.571381,2.503446,0.098318,-1.20913,1.90501,0.11487
59153132,-1.453528,-0.070855,-0.721086,-0.997403,-0.022575,-0.801644,-0.567027,0.623534,0.899176,-0.743205,-1.36384,0.44530,-0.32764
59153133,0.607109,0.475835,0.241871,-0.997403,-0.023634,-0.892267,-0.830194,1.165161,2.503446,-0.836707,-0.87231,1.37340,-0.61378
59153134,0.137299,1.781101,-0.584738,-0.875626,-0.024391,-1.398690,-0.967945,2.140090,0.179030,1.084577,-1.37051,1.68823,0.67148
59153135,0.536264,1.615577,-0.465433,-0.997403,-0.024290,-1.136252,-0.724304,0.939483,0.978211,0.739178,-0.98138,1.24727,0.61416
59153136,0.041396,1.937432,-0.030825,-0.921292,-0.024038,-0.972229,-0.666131,2.282267,0.450939,0.708789,-1.04925,1.90178,0.51494
59153137,-0.052639,2.256682,0.599784,-0.875626,-0.023937,-1.561152,-0.967945,2.282267,0.049362,1.106884,-1.10650,2.02008,0.83790
59153138,0.058648,2.005585,0.616828,-1.271402,-0.022474,-0.933460,-0.636322,1.571381,0.343852,1.345018,-0.91296,1.74082,1.13409
59153139,0.173810,1.710177,0.974741,-0.769070,-0.023887,-0.545767,-0.783330,2.282267,-0.581688,0.194570,-0.59112,1.70337,-0.04262
59153140,0.563697,1.516229,0.386741,-0.997403,-0.023483,-0.892267,-0.621345,1.435975,1.137172,1.478593,-0.82420,1.69517,1.12751
59153141,-1.453517,-0.791060,-0.499520,-1.195291,-0.022928,-1.106901,-0.830194,0.623534,0.168750,-0.836707,-1.56039,0.05282,-0.55590
59153142,-1.453526,0.789747,-0.806303,-0.860403,-0.022525,-0.103511,-0.967945,0.758941,2.823602,-0.836707,-1.42804,1.51001,-0.39708
59153144,0.570371,0.472572,-0.405781,-0.799515,-0.023685,-0.343759,-0.967945,1.002673,1.106797,-0.836707,-0.83574,0.94259,-0.87404
59153145,1.108650,0.818940,-1.061955,-1.164847,-0.023584,-0.494075,-0.818715,1.165161,1.490417,-0.557595,-1.01355,1.09264,-0.63556
59153146,1.131785,1.103909,0.207784,-1.164847,-0.023382,-0.525460,-0.614146,1.255432,-0.437822,-0.655031,-0.46161,0.79077,-0.69451
59153151,0.403850,1.924660,0.216306,-0.906070,-0.023483,-1.714588,-0.679112,2.790043,0.618086,1.818302,-1.21859,2.20605,1.31430
59153152,0.848009,-0.143757,0.241871,-0.616849,-0.023533,-0.318321,-0.226208,0.547706,2.100275,-0.836707,-0.25647,0.69071,-0.60338
59153153,-0.099897,1.480070,1.988828,0.235592,-0.024189,-0.251656,-0.841835,2.637710,0.227036,-0.337422,-0.08092,2.14684,-0.49469
59153154,0.387080,1.290097,-0.039346,0.068148,-0.023080,-0.483358,-0.296408,2.073183,-0.097394,-0.836707,-0.23234,1.20163,-0.79680
59153155,0.412307,1.821047,-0.098999,-0.799515,-0.025803,-0.801644,-0.967945,1.571381,0.680412,2.903393,-1.13972,1.94159,1.99196
59153156,-1.453526,0.857192,0.182219,-1.058291,-0.021516,0.165002,-0.967945,0.623534,-0.581688,2.168731,-1.23075,1.05971,1.56248
59153157,1.079605,0.789747,-0.490999,-0.647293,-0.022172,0.068337,-0.792380,0.352720,0.834955,1.453150,-0.58828,0.92349,0.77520
59153158,0.795236,1.383114,-0.320564,-1.088736,-0.023080,-0.933460,-0.844444,2.519229,1.134201,1.022718,-1.23170,2.02996,0.51171
59153159,0.251951,1.705808,-0.380216,-0.829959,-0.023584,-0.990771,-0.812226,3.277507,2.978082,1.589624,-1.52327,3.05647,1.08704
59153160,0.392906,2.378927,-0.414303,-0.906070,-0.023382,-0.054691,-0.730758,1.887331,1.732163,-0.057520,-0.82940,2.21984,-0.05693
59153161,0.383629,1.255441,-0.141607,-0.936514,-0.023685,-1.043306,-0.967945,3.467077,2.062713,-0.243040,-1.40263,2.58369,-0.42670
59153162,0.068603,1.799251,0.131088,-0.495072,-0.023433,-0.274383,-0.787060,2.519229,1.433601,-0.158060,-0.80611,2.28689,-0.25245
59153163,-0.031258,2.515553,0.241871,-0.190628,-0.023231,-0.020892,-0.967945,2.519229,2.140489,2.646720,-0.94314,3.15102,1.81193
59153164,0.238206,1.047104,0.625349,-0.890848,-0.024290,-1.621192,-0.882263,2.863901,-0.581688,-0.313831,-1.05333,1.50034,-0.46777
59153165,-0.487437,1.506915,2.798393,2.092695,-0.025248,-0.180229,-0.436034,2.665052,1.038007,-0.291276,0.83652,2.40178,-0.35109
59153166,1.021713,0.753526,-0.243868,-1.012625,-0.022979,-0.501651,-0.615085,0.149610,-0.062694,0.072345,-0.49298,0.31534,-0.07344
59153167,-1.453517,0.137776,0.906567,-1.149624,-0.025601,0.013963,-0.661831,-0.703453,1.401612,1.723481,-0.90444,0.72246,1.64535
59153168,0.729878,0.063265,1.307089,-0.160184,-0.022928,1.210999,0.749228,-0.035838,-0.581688,-0.836707,1.11333,-0.12838,-0.57297
59153171,0.178759,2.397082,1.034393,-0.601627,-0.024038,-0.972229,-0.850902,1.887331,-0.581688,-0.836707,-0.40445,1.58363,-0.62664
59153172,0.742633,0.750629,-0.576216,-1.073514,-0.023685,-1.372844,-0.496691,1.571381,-0.581688,-0.836707,-0.88521,0.50814,-0.75696
59153181,-1.453557,2.745661,-1.419868,-1.682400,-0.026308,-0.003472,0.030638,0.126571,-0.581688,0.276418,-1.05735,0.72901,0.82581
59153182,-0.791716,2.627121,5.499785,6.111345,-0.026308,6.277615,1.787081,1.002673,2.363213,0.438327,5.23604,3.19677,0.27232
59153183,-0.789199,2.645358,3.002915,2.214472,-0.026308,-0.003472,0.030638,0.126571,3.690036,0.721668,1.35439,2.43279,1.22562
59153184,-0.570612,2.256682,3.096654,3.995465,-0.023433,1.094469,5.230863,1.413407,0.719853,1.208660,4.38199,0.88264,2.47879
59153185,-0.213108,1.044866,0.642393,2.092695,-0.023281,-0.801644,1.859581,1.887331,0.625538,1.500856,1.15458,0.98791,1.61941
59153186,1.151864,0.300769,-0.917086,0.159481,-0.022777,0.510232,0.765055,0.795870,1.442931,1.306059,0.21471,0.69620,0.93479
59153187,-0.808544,2.800757,4.051089,8.196780,-0.026308,6.515640,1.843142,1.571381,1.153700,0.267142,5.67497,2.94229,-0.29400
59153188,-1.453557,2.745661,-1.419868,-1.682400,-0.026308,-2.251613,13.528738,2.619002,-0.581688,-0.836707,4.03366,-2.19517,4.44420
59153189,-0.284518,1.299985,0.966219,1.468587,-0.023281,0.270072,0.908096,-0.640263,-0.581688,1.749532,1.24909,0.10253,1.68436
59153190,-0.118789,2.116974,0.548654,-0.099296,-0.024088,2.098293,0.015993,1.255432,1.401612,1.787925,0.22694,2.25751,1.29677
59153191,0.535557,1.497205,0.250393,-0.434183,-0.021667,0.536788,0.249081,1.165161,2.372164,1.252179,-0.04812,1.84761,1.12250
59153192,-0.702432,2.484872,5.150394,6.035234,-0.024643,-0.003472,0.030638,0.126571,0.343852,0.034926,3.53785,1.58926,0.17432
59153193,-0.402819,2.686391,1.605350,0.753145,-0.026308,4.192693,-0.664425,1.002673,1.904838,0.863338,0.96768,3.00724,0.28417
59153194,-0.226315,1.040505,0.940654,0.448702,-0.024845,2.926847,0.151284,2.140090,5.665709,-0.486073,0.42127,3.36375,-0.33693
59153195,0.080849,2.373106,1.647958,-0.601627,-0.026308,0.467078,-0.441249,2.140090,1.071062,-0.401812,-0.00857,2.40362,-0.23053
59153196,0.466776,1.054060,0.437871,-0.525516,-0.023634,4.998231,-0.514587,1.002673,-0.581688,-0.836707,0.75864,1.48366,-1.48196
59153197,-0.194301,2.603413,0.565697,0.235592,-0.026308,4.092001,-0.805148,2.519229,2.246352,2.193467,0.10177,3.79342,0.99675
59153198,-0.020851,1.617249,-0.499520,0.357369,-0.024290,0.800953,0.005298,0.860496,2.889088,0.871512,-0.08852,1.86849,0.79561
59153199,-0.252023,2.055338,1.042915,0.342147,-0.024845,2.823278,0.026925,0.860496,-0.581688,0.062355,0.93721,1.47979,-0.15131
59153200,0.740795,1.365016,-0.141607,-0.495072,-0.022676,-0.360349,-0.072562,1.165161,2.140489,1.874866,-0.47557,1.69664,1.50597
59153201,-0.132619,1.925439,2.167785,0.418258,-0.024189,2.968275,-0.025436,1.887331,5.016338,0.143561,0.78962,3.64710,0.20170
59153202,-0.180132,1.441718,2.781350,1.453365,-0.024593,2.581616,0.348795,1.002673,-0.581688,0.789423,1.75819,1.52085,0.39099
59153203,-0.377224,1.702507,0.352654,1.255477,-0.024845,0.648325,1.083975,1.790115,3.514966,0.254155,0.68697,2.22704,0.68444
59153204,-0.378978,2.256682,3.437524,0.966256,-0.023180,0.970540,-0.279189,2.282267,-0.003226,1.208660,0.95879,2.59851,0.81242
59153205,-0.471656,2.224084,2.474567,2.244917,-0.023887,2.581616,-0.312787,1.165161,0.652366,0.617776,1.59925,2.30685,0.17688
59153206,0.031866,1.241112,-0.235346,-0.814737,-0.024996,-0.933460,-0.636322,2.708798,1.020208,-0.185740,-1.13314,1.88857,-0.24163
59153207,0.202402,0.448238,0.267436,-0.555960,-0.024593,-0.640537,-0.771158,1.977602,4.046013,-0.391457,-0.99000,2.25348,-0.26964
59153208,0.294373,0.935711,0.676480,-0.373294,-0.023987,1.094469,-0.508774,1.571381,0.247154,0.070407,-0.08679,1.47377,-0.28586
59153209,0.146320,1.542022,0.778741,-0.586405,-0.022172,-0.360349,-0.044870,0.915179,0.753226,1.051324,-0.18832,1.31096,1.02062
59153210,0.913877,0.338382,-0.601781,-0.114518,-0.021566,0.337617,0.237379,0.040243,0.486243,2.399918,-0.03272,0.40555,1.67936
59153211,0.547152,0.313984,-0.039346,-0.114518,-0.022575,0.748322,0.660025,0.040243,2.117804,2.409908,0.18574,0.90106,1.98399
59153212,-1.453528,0.256316,-0.039346,-0.418961,-0.022474,0.433514,-0.063518,-0.459720,-0.581688,3.555077,-0.63310,0.30186,2.80510
59153213,0.706009,0.024390,-0.985260,-0.038407,-0.025753,0.467078,1.021796,-0.074880,0.343852,1.399222,0.28861,-0.13589,1.16737
59153214,1.339935,-0.112982,0.429349,-0.555960,-0.022020,-0.292196,-0.319117,-0.324314,1.554174,2.040293,-0.18569,0.52272,1.43073
59153215,0.433206,-0.626604,0.591262,0.555257,-0.023533,0.285832,2.277068,-0.238146,1.065460,0.193405,1.38330,-0.50392,0.80118
59153216,0.688927,-0.467626,-0.652912,0.585702,-0.021869,0.883455,1.643590,-0.134744,-0.581688,1.968368,0.90227,-0.57740,1.55395
59153217,0.830418,0.137776,-0.294999,-0.205851,-0.022373,0.920194,1.679275,-0.730534,0.409962,0.832980,0.96002,-0.45675,1.04805
59153218,0.886189,0.198424,-0.473955,0.007260,-0.022121,0.648325,0.705669,-0.134744,-0.581688,2.280043,0.38004,-0.08885,1.62367
59153219,-0.163304,0.831362,1.801350,0.996700,-0.024240,1.094469,0.859368,2.519229,1.486008,-0.836707,1.02549,1.89651,-0.52542
59153220,0.505041,0.137776,0.395262,0.616146,-0.022424,1.652149,1.021796,-0.755153,-0.581688,0.721668,1.27701,-0.37224,0.58567
59153221,-0.102499,0.163855,0.906567,1.316365,-0.023483,1.160078,1.820954,0.433964,3.305581,1.220348,1.32208,1.11540,1.49087
59153222,0.115776,0.749830,0.335610,0.829256,-0.022676,0.234048,1.737530,-0.074880,1.684941,2.025615,1.00556,0.51942,2.16239
59153223,0.215101,0.691951,0.003262,0.372591,-0.023433,0.900493,0.803143,-0.238146,-0.581688,2.202124,0.63273,0.12498,1.73775
59153224,0.584059,0.521288,-0.064912,0.235592,-0.022979,0.003894,1.506140,-0.683842,-0.581688,1.088344,0.94481,-0.61498,1.27418
59153225,0.609032,-0.212062,0.165175,0.342147,-0.022928,-0.119306,2.041747,-0.603092,-0.581688,1.612168,1.13012,-0.88766,1.73932
59153226,0.879147,0.044637,0.114045,-0.479849,-0.022121,-0.439152,1.347701,-0.074880,-0.581688,1.389543,0.49354,-0.46630,1.39701
59153227,0.168917,-0.128335,1.247437,3.188691,-0.022726,0.567771,2.398158,-0.496650,3.027919,2.061871,2.34521,0.37822,2.21559
59153228,0.338634,1.081053,0.923610,0.814034,-0.022827,1.131648,1.867436,0.352720,-0.581688,0.624270,1.63955,0.19564,0.88121
59153229,0.307863,0.300769,0.514567,0.996700,-0.022626,0.087046,2.192231,-0.561275,1.153700,1.267099,1.45690,-0.21544,1.71036
59153230,0.247341,1.069163,1.477524,1.103255,-0.022676,0.285832,1.958144,-0.419098,0.268298,1.111262,1.78184,0.05890,1.55654
59153231,0.952537,0.471343,-0.729607,-1.377957,-0.022172,-0.725330,-0.762110,1.571381,2.324078,2.138373,-1.43518,1.72066,1.39117
59153232,0.583239,1.580436,0.207784,-0.829959,-0.023937,0.900493,-0.586931,2.519229,1.190623,1.403457,-0.63098,2.44938,0.68583
59153234,-0.312347,1.278726,1.315610,2.153584,-0.023887,-1.091638,-0.052955,2.698068,-0.581688,-0.377543,0.58661,1.42746,-0.44007
59153235,0.599275,0.585398,0.480480,-0.434183,-0.023735,0.240521,-0.516491,1.510881,0.765180,-0.836707,-0.21761,1.19662,-0.87390
59153236,-0.251853,1.090657,2.159263,2.016584,-0.024694,6.877820,-0.602483,1.887331,-0.581688,-0.387176,2.07157,2.49049,-1.59226
59153237,-0.073313,0.644865,1.034393,-0.358072,-0.024845,0.722682,-0.655602,1.977602,1.364541,-0.661936,-0.29429,1.83619,-0.73301
59153238,1.007969,0.639292,-0.448390,-0.312406,-0.025753,-0.511650,-0.764449,0.352720,2.194933,0.481918,-0.57357,1.04437,0.23472
59153239,0.034637,1.153638,0.574219,-0.677737,-0.024744,0.722682,-0.854606,1.790115,0.386900,-0.396695,-0.47919,1.66649,-0.60745
59153240,-0.082335,-0.936059,-1.419868,1.925251,-0.026308,2.142232,-0.967945,-0.008364,3.909904,-0.561700,0.00261,1.07599,-1.06947
59153241,0.805644,0.261961,-0.141607,-0.525516,-0.024139,1.457609,-0.584210,1.002673,-0.581688,-0.836707,-0.04938,0.59958,-1.20467
59153246,-1.453523,0.583861,0.719089,-1.362735,-0.024189,-1.075963,-0.781407,1.165161,-0.581688,0.352579,-1.29179,0.83665,0.44464
59153249,-1.453506,-0.030475,-0.158651,-1.043069,-0.025501,-0.751645,0.026925,-0.834693,-0.581688,1.425450,-0.84232,-0.42507,1.53060
59153250,0.976209,-0.441754,-0.218303,0.798812,-0.025601,-0.511650,0.997530,-0.640263,-0.581688,1.067974,0.79358,-0.90896,0.91109
59153251,-1.453523,-0.590898,0.122567,-0.601627,-0.025601,-0.318321,0.214637,-0.972841,-0.581688,0.950841,-0.44237,-0.67795,1.10917
59153252,-1.453526,0.194469,-1.419868,-0.753848,-0.025652,-0.594506,-0.072562,-0.513883,-0.581688,2.618820,-1.21739,-0.19198,2.22558
59153253,-1.453463,-0.130683,-0.942651,-1.377957,-0.024946,-0.360349,0.038103,-0.324314,3.501578,2.050870,-1.47069,0.93829,2.16513
59153254,-1.453455,-0.188210,0.003262,-1.377957,-0.024441,0.769155,0.026925,-0.513883,2.021394,2.961832,-0.99597,0.83673,2.61493
59153255,-1.453526,-0.296872,1.221871,-0.525516,-0.025551,0.307155,-0.141438,0.244395,-0.581688,1.241126,-0.35575,0.33908,1.05417
59153256,0.645486,0.789747,0.284480,-0.510294,-0.021365,-1.177562,-0.967945,0.477711,0.864469,1.834793,-0.79099,1.01435,1.24839
59153257,1.357922,0.463761,-0.704042,-0.921292,-0.021466,-0.180229,-0.633223,0.065977,0.101087,2.357962,-0.67477,0.47137,1.42088
59153258,0.675776,1.220711,0.480480,-1.301846,-0.022373,0.648325,-0.492520,2.282267,0.124232,0.272645,-0.54716,1.77151,-0.11653
59153259,0.222737,0.821811,0.182219,-0.479849,-0.023231,2.161336,-0.781407,1.571381,0.556271,-0.836707,-0.14656,1.59079,-1.17116
59153261,0.939160,0.525434,1.486045,0.479146,-0.022222,0.307155,0.595423,1.343898,0.899176,-0.394466,0.91431,1.00983,-0.26519
59153262,-0.246253,2.745661,2.960306,1.559920,-0.026308,1.141931,0.884572,1.801939,-0.581688,-0.226908,1.88500,1.84651,0.10783
59153263,-1.453557,-0.123013,-1.419868,-1.682400,-0.025652,-0.318321,0.311174,-0.134744,-0.581688,1.656693,-1.33944,-0.28102,1.62457
59153264,1.236624,-0.253407,-0.081955,-0.677737,-0.025551,0.165002,1.709837,-1.272161,-0.581688,0.565830,0.94993,-1.24559,0.90517
59153265,0.885623,-0.272035,0.591262,-0.053629,-0.025652,-0.594506,0.909472,-0.673521,-0.581688,-0.011685,0.74285,-0.85617,0.28532
59153266,0.529391,-0.828940,1.179263,0.144259,-0.025753,0.536788,1.864906,-1.272161,-0.581688,-0.272468,1.55944,-1.31912,0.32944
59153267,0.613500,1.580436,0.506045,-0.632071,-0.022071,1.373309,1.252014,0.278862,0.599853,-0.040941,0.90653,0.72770,0.40847
59153268,-1.453526,-0.360790,-0.874477,-0.555960,-0.025702,0.337617,0.805091,-0.640263,-0.581688,0.013316,-0.26572,-0.75544,0.46479
59153269,-1.453514,-1.166167,0.361175,-0.632071,-0.025501,-0.274383,0.598976,-0.834693,-0.581688,0.147530,-0.22300,-0.95985,0.57659
59153270,-1.453526,-1.166167,-0.269433,-0.753848,-0.025601,-0.180229,1.457051,-0.834693,-0.581688,0.565830,-0.08364,-1.20611,1.12317
59153271,1.142333,0.063265,0.088480,-0.449405,-0.025501,0.648325,1.105574,-0.834693,-0.581688,2.235518,0.69676,-0.48894,1.83065
59153272,0.682620,-0.514195,-0.098999,-0.160184,-0.025702,0.248333,1.270513,-0.834693,-0.581688,1.033343,0.69290,-0.92952,1.03453
59153273,1.103447,-0.402883,0.974741,-0.540738,-0.021264,0.099688,1.609674,-0.603092,1.449986,0.645650,0.94762,-0.25340,1.06045
59153274,0.409054,0.789747,0.727610,-0.053629,-0.022777,0.577594,0.726023,0.149610,2.769406,0.533588,0.52699,1.13098,0.83399
59153275,-0.225042,2.635468,0.889523,-0.281961,-0.026308,0.648325,-0.202660,1.887331,1.203282,0.966555,-0.09402,2.44735,0.85837
59153276,0.428201,0.742042,0.378219,-0.236295,-0.025753,0.307155,1.163920,-0.561275,-0.581688,0.075512,0.85321,-0.39359,0.50080
59153277,0.533323,0.523032,-0.559173,-0.281961,-0.022525,0.769155,0.239313,0.623534,-0.581688,0.013316,0.10285,0.24469,-0.15238
59153278,0.276980,0.559640,2.406393,0.220370,-0.022172,1.530914,0.779144,-0.561275,-0.581688,0.263322,1.53226,0.13642,0.40892
59153279,-1.453526,-0.221932,0.028828,-0.312406,-0.025702,-0.751645,1.001898,-0.603092,-0.581688,0.832980,-0.11694,-0.69821,1.30839
59153280,1.100364,0.029114,-0.303520,-0.525516,-0.022121,0.248333,0.538307,0.149610,0.575237,0.721668,0.15137,0.12408,0.56347
59153281,0.802505,0.105177,-0.627347,0.387814,-0.022424,0.234048,1.156693,-0.640263,1.198197,0.916465,0.66188,-0.21960,1.00499
